Id;Label;Degree;PageRank;Betweenness;Community
99;diabetic ketoacidosis;50;0.004381129337508599;0.003970223325062035;2
100;glucose metabolism disorder;56;0.004914672996886698;0.03432588916459884;0
101;kidney;90;0.007372725759403481;0.022539288668320927;2
102;liver;44;0.004120193124098771;0.015232974910394267;2
103;organ;26;0.002878268707187765;0.01345464571271023;2
104;bradykinin;18;0.002582439863635439;0.004273504273504273;0
105;degradation;24;0.0031353084230770806;0.01578439481665288;0
106;leucopenia;20;0.0026445400770525873;0.012620623104494072;0
107;respiratory system;43;0.004198001715837797;0.014846980976013235;0
108;sitagliptin;118;0.009765123124633119;0.006472291149710504;0
109;vildagliptin;59;0.005169994645112945;0.0030603804797353184;0
110;blood vessel;30;0.0030239638078573185;0.005872622001654259;2
111;cd44 antigen;46;0.004142719599169939;0.013234077750206782;2
112;chronic disease;12;0.0017287034042755246;0.0009098428453267163;4
113;confounding factors;26;0.0028017009971726048;0.007154673283705542;2
114;human kidney organoids;18;0.002134688157968898;0.0007857733664185277;2
115;myocardium;18;0.002161515660342871;0.0058519437551695615;2
116;renal;40;0.003836799855114178;0.012985938792390406;4
117;tzd;26;0.0028017009971726048;0.007154673283705542;2
118;viral entry;58;0.004936116441597758;0.015508684863523574;0
119;iv;5;0.0013073006016448912;0.0;1
120;basal;36;0.0033039559885670576;0.0011993382961124897;1
121;growth factor;22;0.002469709901104702;0.004921422663358147;0
122;hmg-coa reductase inhibitor;20;0.0022600213726573846;0.002267714364488558;1
123;human dpp4;23;0.002436811044201487;0.004466501240694789;3
124;human immunodeficiency virus;41;0.0035915853923054117;0.004880066170388751;3
125;islet of langerhans;19;0.002163622425670625;0.004797353184449959;3
126;m protein;11;0.0017684030237463098;0.0008684863523573201;0
127;metformin;41;0.003814329870562993;0.004425144747725393;2
128;saxagliptin;52;0.004512353581368691;0.00467328370554177;0
129;sulfonylurea antidiabetic agent;29;0.0029639406431214966;0.00641025641025641;2
130;transmembrane protein;23;0.002601864478564837;0.010918114143920596;0
131;septicemia;7;0.0014208910747431033;0.00041356492969396195;0
132;bals r;6;0.0013340632541359843;0.0;4
133;insulin infusion;14;0.0018718619657403486;0.0043286462641301355;2
134;interleukin;20;0.0023598106136947508;0.002522746071133168;4
135;interleukin-8;38;0.0036778409956816707;0.005872622001654259;4
136;oxygen;14;0.0019766979471529168;0.007154673283705542;4
137;extracellular matrix;14;0.0021924298095807346;0.007740556934105322;0
138;tissue;34;0.003396502350250169;0.011993382961124894;4
139;immune cell;28;0.003306023154029356;0.01000827129859388;0
140;molecule;20;0.002639991458379753;0.01851392335263303;0
141;hypoxia;16;0.002066599799611952;0.0030603804797353184;1
142;chronic kidney disease;19;0.002303776856235857;0.011248966087675765;2
143;thrombophilia;39;0.0036954386791630675;0.018458781362007168;4
144;cerebrovascular;19;0.0022467827371812745;0.0012682657843948167;4
145;plasmid;23;0.002670276332990963;0.01619106699751861;4
146;influenza;28;0.0029159115505366547;0.006699751861042184;3
147;vaccine;36;0.003373456864715093;0.003349875930521092;3
148;chloroquine;8;0.0017153006653319878;0.0019713261648745518;5
149;myalgia;10;0.001921074430998788;0.0007926661152467604;5
150;hcp;25;0.0025662387621754263;0.0008271298593879239;2
151;h1n1;18;0.0022503333673467327;0.007816377171215881;3
152;leukopenia;26;0.0027398849750158733;0.0029914529914529912;4
153;millimole per liter;16;0.0020120023155079042;0.001626688723462917;4
154;troponin t, cardiac muscle;26;0.0027398849750158733;0.0029914529914529912;4
155;mellitus;3;0.001136806111701218;0.0;4
156;prognosis;4;0.001212585508715527;0.0;4
157;janus bifrons;4;0.0012065240899161332;0.0;0
