Id;Label;Degree;PageRank;Betweenness;Community
199;methanol;136;0.0011289412404680227;0.0027043194934721062;8
200;methionine;217;0.001426174860148863;0.002823271309787751;5
201;mgcl2;343;0.0025375997803155914;0.002765353770108976;4
202;nacl;188;0.0014304997032912462;0.0006665583509346398;4
203;neurodegenerative disorders;67;0.0006305413847621345;1.305664345268328e-05;4
204;nucleotide;374;0.0027897834821342805;0.00032119780535662954;0
205;organ;335;0.002270128705592559;0.0036139568496589888;5
206;p53;148;0.001129576447515811;0.0017286876654122466;4
207;p62;67;0.0006305413847621345;1.305664345268328e-05;4
208;p62 uba;67;0.0006305413847621345;1.305664345268328e-05;4
209;p62’s uba domain;67;0.0006305413847621345;1.305664345268328e-05;4
210;polyubiquitin chains;67;0.0006305413847621345;1.305664345268328e-05;4
211;polyubiquitin k48 chains;67;0.0006305413847621345;1.305664345268328e-05;4
212;proteasome;67;0.0006305413847621345;1.305664345268328e-05;4
213;protein;252;0.0017460590067898533;0.010710978981442083;5
214;proteins;217;0.001426174860148863;0.002823271309787751;5
215;rabbit;425;0.003022489077429113;0.0007148838313774011;4
216;reagent;94;0.0008248429674180777;0.0015364148737189703;4
217;reelin;67;0.0006305413847621345;1.305664345268328e-05;4
218;sds;364;0.002659679285947576;0.000544911451889068;4
219;shock;117;0.0009678512949224047;0.0059859864699764965;4
220;traf6;67;0.0006305413847621345;1.305664345268328e-05;4
221;tris ph;237;0.0017929279860950526;0.0028342866286863427;4
222;ub;67;0.0006305413847621345;1.305664345268328e-05;4
223;ub k63;67;0.0006305413847621344;1.305664345268328e-05;4
224;uba domain;67;0.0006305413847621344;1.305664345268328e-05;4
225;uba domains;67;0.0006305413847621342;1.305664345268328e-05;4
226;ubch7;67;0.0006305413847621342;1.305664345268328e-05;4
227;ubiquitin;67;0.0006305413847621341;1.305664345268328e-05;4
228;ubiquitin chain;67;0.0006305413847621341;1.305664345268328e-05;4
229;ubiquitin monoclonal antibody;67;0.000630541384762134;1.305664345268328e-05;4
230;wild type ubiquitin;67;0.000630541384762134;1.305664345268328e-05;4
231;yeast;194;0.0015366411044093991;0.0028101684957556167;0
232;35s;95;0.0008191732030631765;0.0014483801842528415;4
233;edta;408;0.002727755687569715;0.002209138222782654;4
234;hepatitis b virus;78;0.0006910168227353895;0.002809110655800207;7
235;hiv;366;0.0027961861507065345;0.003012010548285903;4
236;hiv-1;192;0.0014998495535147524;0.0010573918642982423;4
237;host plants;28;0.0003520153839037185;0.0001171720568492501;0
238;infection;815;0.005703556683403833;0.002234636871508381;8
239;mark-s;28;0.0003520153839037185;0.0001171720568492501;0
240;retroviruses;198;0.001516843654872098;0.001524155823756053;4
241;vertebrate;108;0.0008900024658542202;0.001292509710849708;0
242;8-oxog;81;0.0006644481801323857;3.219831511359045e-05;4
243;8-oxoguanine;81;0.0006644481801323857;3.219831511359045e-05;4
244;a549 cells;81;0.0006644481801323857;3.219831511359045e-05;4
245;adenines misincorporated;81;0.0006644481801323857;3.219831511359045e-05;4
246;amphotropic cells;81;0.0006644481801323856;3.219831511359045e-05;4
247;bronchopulmonary dysplasia;231;0.001459484585098868;0.0025046927096388665;5
248;c/go;81;0.0006644481801323856;3.219831511359045e-05;4
249;ca;306;0.0021886362987255095;0.0026595678202292125;4
250;cancer;213;0.0016542112464942042;0.001459762788546861;7
251;carlsbad;182;0.0013281801389833491;0.004612221201574686;4
252;catalase;150;0.0011627558934215766;0.005109285356893926;8
253;chronic obstructive pulmonary disease;427;0.0026690801893465383;0.00041493257345681325;5
254;copd;304;0.0019997836040695012;0.0033304862581042703;5
255;death;596;0.0038633451673292423;0.0004473136751641494;5
256;dye;183;0.0012997139586752536;0.0017953076214858677;6
257;egfp;81;0.0006644481801323856;3.219831511359045e-05;4
258;enzyme hmyh;81;0.0006644481801323855;3.219831511359045e-05;4
259;eye;138;0.0010697682774174903;0.007862880899664719;8
260;h2o;108;0.0008591197454896189;0.0020656079848110896;4
261;h2o2;231;0.0014594845850988678;0.0025046927096388665;5
262;hmth;81;0.0006644481801323856;3.219831511359045e-05;4
263;hmyh;81;0.0006644481801323856;3.219831511359045e-05;4
264;hnth;81;0.0006644481801323856;3.219831511359045e-05;4
265;hogg1;81;0.0006644481801323856;3.219831511359045e-05;4
266;hogg1 protein;81;0.0006644481801323856;3.219831511359045e-05;4
267;human alveolar epithelial cells;81;0.0006644481801323856;3.219831511359045e-05;4
268;hydrogen peroxide;383;0.0023001597591418466;0.001243180286815004;3
269;hyperoxia;81;0.0006644481801323855;3.219831511359045e-05;4
270;infected cells;287;0.002113387538035183;0.003556669065086445;4
271;invitrogen;182;0.0013281801389833493;0.004612221201574686;4
272;ischemia-reperfusion injury;204;0.001333802084977872;0.00633479783765712;5
273;lipid;383;0.002300159759141847;0.001243180286815004;3
274;lipid peroxides;81;0.0006644481801323856;3.219831511359045e-05;4
275;lipids;233;0.0015056847945382067;0.004867160273554131;3
276;lungs;499;0.003049524994969318;0.0009666819946356416;3
277;metabolites;231;0.0014594845850988678;0.0025046927096388665;5
278;mr;161;0.00120005956146696;0.0036340559923649304;0
279;murine;662;0.00411906305978194;0.0018471998300276203;4
280;necrosis;241;0.0015551029480666888;0.0015662279223220888;5
281;nucleic acids;183;0.0012997139586752536;0.0017953076214858677;6
282;o2;383;0.002300159759141847;0.001243180286815004;3
283;psf911;81;0.0006644481801323856;3.219831511359045e-05;4
284;pulmonary;708;0.004258297025880648;0.0006582263715479563;5
285;pulmonary epithelial cell line;81;0.0006644481801323856;3.219831511359045e-05;4
286;pulmonary epithelial cells;81;0.0006644481801323856;3.219831511359045e-05;4
287;purine;81;0.0006644481801323856;3.219831511359045e-05;4
288;pyrimidine;161;0.00120005956146696;0.0036340559923649304;0
289;radicals;112;0.000871042834536208;0.0027936437952375374;4
290;reactive oxygen;231;0.0014594845850988678;0.0025046927096388665;5
291;ros;81;0.0006644481801323856;3.219831511359045e-05;4
292;sali;81;0.0006644481801323856;3.219831511359045e-05;4
293;sorted cells;81;0.0006644481801323856;3.219831511359045e-05;4
294;srb;81;0.0006644481801323856;3.219831511359045e-05;4
295;superoxide anion;81;0.0006644481801323856;3.219831511359045e-05;4
296;surfactant;233;0.0015056847945382067;0.004867160273554131;3
297;tris;309;0.002195122161679211;0.0008586104757976828;4
298;water;306;0.0020950001205261564;0.005152885870331784;5
299;wild type a549 cells;81;0.0006644481801323856;3.219831511359045e-05;4
300;50 kda;152;0.0010070282250655511;2.7925216424420887e-05;3
301;88,89;275;0.0016757952364228352;0.0023098124673346866;3
302;allergens;302;0.0018013227546582206;0.004079338218487807;3
303;alveolar and bronchiolar epithelial cells;152;0.0010070282250655511;2.7925216424420887e-05;3
304;alveolar macrophages;425;0.002470137007882076;0.006795911537391036;5
305;antibody;152;0.001007028225065551;2.7925216424420887e-05;3
306;aspergillus fumigatus;152;0.001007028225065551;2.7925216424420887e-05;3
307;calcium;275;0.0016757952364228352;0.0023098124673346866;3
308;candida albicans;152;0.001007028225065551;2.7925216424420887e-05;3
309;carbohydrate;152;0.001007028225065551;2.7925216424420887e-05;3
310;carbohydrate ligands;152;0.001007028225065551;2.7925216424420887e-05;3
311;cd14;237;0.0015087483860182554;0.00665788109318987;3
312;cellular receptors;152;0.001007028225065551;2.7925216424420887e-05;3
313;clara cells;275;0.0016757952364228352;0.0023098124673346866;3
314;collagen domain;152;0.001007028225065551;2.7925216424420887e-05;3
315;collagen helix;152;0.001007028225065551;2.7925216424420887e-05;3
316;collectins;152;0.001007028225065551;2.7925216424420887e-05;3
317;complex organic antigens;152;0.001007028225065551;2.7925216424420887e-05;3
318;cow;214;0.0014528085031173647;0.0031101723761171253;3
319;crd;152;0.001007028225065551;2.7925216424420887e-05;3
320;crds;152;0.001007028225065551;2.7925216424420887e-05;3
321;diabetic;183;0.001214224453893762;0.004586557524137958;3
322;disulfide crosslinks;152;0.001007028225065551;2.7925216424420887e-05;3
323;dodecamers;152;0.001007028225065551;2.7925216424420887e-05;3
324;ec;302;0.0018013227546582206;0.004079338218487807;3
325;emphysema;302;0.0018013227546582206;0.004079338218487807;3
326;fungal;382;0.002337174894790033;0.011268671892724713;3
327;gastrointestinal;224;0.0015702098505966159;0.0033215435825011755;3
328;glucocorticoids;152;0.001007028225065551;2.7925216424420887e-05;3
329;glucosylceramide;152;0.001007028225065551;2.7925216424420887e-05;3
330;glycolipids;152;0.001007028225065551;2.7925216424420887e-05;3
331;gp-340;152;0.001007028225065551;2.7925216424420887e-05;3
332;gram-negative bacteria;152;0.001007028225065551;2.7925216424420887e-05;3
333;gram-negative organisms;152;0.001007028225065551;2.7925216424420887e-05;3
334;ha;152;0.001007028225065551;2.7925216424420887e-05;3
335;heart;532;0.003214184848299725;0.002392567090200783;5
336;human sp-d;152;0.001007028225065551;2.7925216424420887e-05;3
337;iav;152;0.001007028225065551;2.7925216424420887e-05;3
338;immunodeficiency;169;0.001140680794022164;0.0030093235962524558;3
339;infections;327;0.0024284252260658736;0.0003499431342406857;3
340;lipopolysaccharide;275;0.0016757952364228352;0.0023098124673346866;3
341;lps;214;0.0014528085031173647;0.0031101723761171253;3
342;lps molecules;152;0.001007028225065551;2.7925216424420887e-05;3
343;lymphocytes;275;0.0016757952364228352;0.0023098124673346866;3
344;maltose;172;0.0011435604516543754;0.0022654538229885065;3
345;mannose;152;0.001007028225065551;2.7925216424420887e-05;3
346;mannose-binding lectin;152;0.001007028225065551;2.7925216424420887e-05;3
347;mature protein;214;0.0014528085031173647;0.0031101723761171253;3
348;metalloproteinase;152;0.001007028225065551;2.7925216424420887e-05;3
349;microbial;152;0.001007028225065551;2.7925216424420887e-05;3
350;microorganisms;188;0.0012942859971112092;0.005979967314819981;3
351;mycobacterium;167;0.0011354496372145617;0.00515516328430401;3
352;n-terminal;214;0.0014528085031173647;0.0031101723761171253;3
353;n-terminal domain;253;0.0016706027866680282;0.01720396653977774;3
354;neuraminidase;152;0.001007028225065551;2.7925216424420887e-05;3
355;neutrophil;510;0.002972055748300617;0.0016045071247350875;5
356;neutrophilic;160;0.0010715299152869052;0.0021240243178619347;3
357;o-antigens;152;0.001007028225065551;2.7925216424420887e-05;3
358;oligomeric;152;0.001007028225065551;2.7925216424420887e-05;3
359;oligosaccharides;152;0.001007028225065551;2.7925216424420887e-05;3
360;p aeruginosa;152;0.001007028225065551;2.7925216424420887e-05;3
361;particulate ligand;152;0.001007028225065551;2.7925216424420887e-05;3
362;phosphatidylinositol;152;0.001007028225065551;2.7925216424420887e-05;3
363;pneumocystis;152;0.001007028225065551;2.7925216424420887e-05;3
364;pneumocystis carinii;152;0.001007028225065551;2.7925216424420887e-05;3
365;polysaccharides;152;0.001007028225065551;2.7925216424420887e-05;3
366;protease;283;0.0019512821684804867;0.008460488304291096;3
367;protein-d;152;0.001007028225065551;2.7925216424420887e-05;3
368;rat alveolar macrophages;152;0.001007028225065551;2.7925216424420887e-05;3
369;rat sp-d;152;0.001007028225065551;2.7925216424420887e-05;3
370;rats;484;0.0028843953560045705;0.0016693180215357865;5
371;receptors;275;0.001675795236422835;0.0023098124673346866;3
372;respiratory syncytial virus;294;0.0019144924185542536;0.007446813544098278;3
373;respiratory viruses;152;0.001007028225065551;2.7925216424420887e-05;3
374;saccharide;152;0.001007028225065551;2.7925216424420887e-05;3
375;saccharides;152;0.001007028225065551;2.7925216424420887e-05;3
376;saccharomyces cerevisiae;232;0.0015426683858372227;0.010767857627642995;3
377;sepsis;394;0.0024479601020995796;0.0009098521490257832;3
378;serum mannose-binding lectin;152;0.001007028225065551;2.7925216424420887e-05;3
379;skin;211;0.001420910276745443;0.010210012497127208;3
380;sp-a;152;0.001007028225065551;2.7925216424420887e-05;3
381;sp-d;152;0.001007028225065551;2.7925216424420887e-05;3
382;sp-d molecules;152;0.001007028225065551;2.7925216424420887e-05;3
383;sp-d receptor;152;0.001007028225065551;2.7925216424420887e-05;3
384;staphylococcus aureus;174;0.0012326674536826084;0.009015876767425277;3
385;surfactant lipid;152;0.001007028225065551;2.7925216424420887e-05;3
386;surfactant lipids;152;0.001007028225065551;2.7925216424420887e-05;3
387;thiol;302;0.00180132275465822;0.004079338218487807;3
388;tissue injury;190;0.0012336124606656083;0.0029347609822480375;3
389;trimer;152;0.001007028225065551;2.7925216424420887e-05;3
390;trimeric crds;152;0.001007028225065551;2.7925216424420887e-05;3
391;trimeric subunit;152;0.001007028225065551;2.7925216424420887e-05;3
392;trimeric subunits;152;0.001007028225065551;2.7925216424420887e-05;3
393;trimers;152;0.001007028225065551;2.7925216424420887e-05;3
394;type ii pneumocytes;275;0.0016757952364228348;0.0023098124673346866;3
395;acute lung injury;161;0.0010616871776111677;0.0005759871487804616;5
396;airway inflammation;273;0.0016295616428692564;0.00045775034966412533;5
397;amino acid peptide;123;0.0008351347706707895;1.3996283429652001e-05;5
398;amino acid sequence;304;0.0020343206555726947;0.01243352651254011;4
399;bal et-1;123;0.0008351347706707895;1.3996283429652001e-05;5
400;bo;123;0.0008351347706707895;1.3996283429652001e-05;5
401;bronchial epithelial cells;273;0.0016295616428692564;0.00045775034966412533;5
402;bronchial smooth muscle;123;0.0008351347706707895;1.3996283429652001e-05;5
403;bronchiolitis obliterans;123;0.0008351347706707895;1.3996283429652001e-05;5
404;bronchoconstriction;273;0.0016295616428692564;0.00045775034966412533;5
405;burns;161;0.0010616871776111681;0.0005759871487804616;5
406;collagen;123;0.0008351347706707895;1.3996283429652001e-05;5
407;cytokine;270;0.0017826703150403346;0.007904382204558434;5
408;dogs;123;0.0008351347706707895;1.3996283429652001e-05;5
409;ece;123;0.0008351347706707896;1.3996283429652001e-05;5
410;edema;273;0.0016295616428692564;0.00045775034966412533;5
411;endothelial cells;273;0.0016295616428692564;0.00045775034966412533;5
412;endothelin;123;0.0008351347706707896;1.3996283429652001e-05;5
413;endothelin a;123;0.0008351347706707897;1.3996283429652001e-05;5
414;endothelin-1;123;0.0008351347706707897;1.3996283429652001e-05;5
415;endothelins;123;0.0008351347706707898;1.3996283429652001e-05;5
416;et-1;123;0.0008351347706707898;1.3996283429652001e-05;5
417;et-1 receptor;123;0.00083513477067079;1.3996283429652001e-05;5
418;et-1 receptors;123;0.00083513477067079;1.3996283429652001e-05;5
419;et-2;123;0.0008351347706707901;1.3996283429652001e-05;5
420;et-3;123;0.0008351347706707901;1.3996283429652001e-05;5
421;eta;123;0.0008351347706707902;1.3996283429652001e-05;5
422;eta receptor;123;0.0008351347706707902;1.3996283429652001e-05;5
423;eta receptors;123;0.0008351347706707903;1.3996283429652001e-05;5
424;etb;123;0.0008351347706707903;1.3996283429652001e-05;5
425;etb receptor;123;0.0008351347706707904;1.3996283429652001e-05;5
426;etb receptors;123;0.0008351347706707904;1.3996283429652001e-05;5
427;fibroblasts;273;0.0016295616428692562;0.00045775034966412533;5
428;fibrosis;332;0.0020437119152064112;0.0027692451269899277;5
429;growth factors;273;0.0016295616428692562;0.00045775034966412533;5
430;histamine;182;0.0012489393747994813;0.005506073326388882;5
431;hypoxemia;180;0.001240716099973695;0.0068242177076021536;5
432;hypoxia;273;0.001629561642869256;0.00045775034966412533;5
433;il-1β;273;0.001629561642869256;0.00045775034966412533;5
434;il-2;273;0.001629561642869256;0.00045775034966412533;5
